ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,BikeBuyer
14574,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,No
14579,Single,Male,60000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,No
14582,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
14583,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
14586,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,39,No
14588,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,39,No
14593,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,No
14594,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,No
14600,Married,Female,70000,5,Graduate Degree,Professional,Yes,2,2-5 Miles,North America,37,No
14607,Married,Male,50000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,No
14609,Single,Female,50000,5,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,No
14618,Married,Female,60000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,No
14620,Married,Female,60000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,No
14621,Single,Female,70000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,No
14622,Married,Male,70000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,No
14625,Married,Male,70000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,No
14629,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,No
14630,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,No
14632,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,No
14633,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,No
14638,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,46,No
14654,Married,Male,60000,3,Bachelors,Professional,Yes,0,2-5 Miles,North America,47,No
14658,Married,Female,60000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,No
14659,Married,Male,60000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,No
14661,Married,Female,60000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,No
14663,Married,Male,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,48,No
29394,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,44,No
14687,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No
14692,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,No
14693,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,No
14694,Single,Female,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,33,No
14703,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,34,No
14710,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,35,No
14711,Single,Female,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,35,No
14767,Single,Female,20000,1,Partial College,Manual,No,0,2-5 Miles,Europe,38,No
14786,Married,Male,30000,1,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,39,No
14837,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,29,No
14839,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
14840,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
14844,Single,Male,20000,0,Partial High School,Manual,No,1,2-5 Miles,Europe,31,No
14924,Married,Female,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,37,No
14932,Married,Male,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,39,No
14933,Married,Male,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,39,No
14938,Single,Female,20000,1,High School,Manual,No,1,2-5 Miles,Europe,40,No
14943,Married,Female,30000,1,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,40,No
14970,Married,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
14985,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
14986,Married,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No
14993,Single,Male,20000,0,Partial High School,Manual,Yes,1,2-5 Miles,Europe,31,No
14994,Single,Male,20000,0,Partial High School,Manual,No,1,2-5 Miles,Europe,30,No
15031,Married,Male,10000,0,High School,Manual,Yes,1,2-5 Miles,Pacific,29,No
15034,Single,Male,10000,1,High School,Manual,No,0,2-5 Miles,Pacific,27,No
15052,Married,Female,20000,1,Partial College,Manual,Yes,0,2-5 Miles,Europe,46,No
15053,Single,Male,10000,1,High School,Manual,No,1,2-5 Miles,Europe,47,No
15057,Single,Female,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,No
15060,Single,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,No
15065,Single,Male,10000,1,High School,Manual,No,1,2-5 Miles,Europe,36,No
15068,Single,Female,20000,0,Partial College,Manual,No,1,2-5 Miles,Europe,36,No
15069,Single,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,36,No
15091,Married,Male,20000,1,Partial College,Manual,Yes,0,2-5 Miles,Europe,38,No
15092,Married,Male,80000,2,Partial College,Professional,Yes,1,2-5 Miles,Europe,52,No
15104,Married,Female,80000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No
15107,Married,Male,90000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No
15110,Married,Female,100000,4,Partial College,Professional,Yes,4,2-5 Miles,Europe,54,No
29172,Single,Male,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,48,No
15112,Married,Female,80000,1,High School,Professional,Yes,3,2-5 Miles,Europe,54,No
15301,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,No
15305,Single,Female,70000,0,Bachelors,Management,Yes,3,2-5 Miles,North America,61,No
15306,Married,Female,60000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No
15307,Married,Female,60000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No
15310,Married,Female,60000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,60,No
15313,Married,Male,60000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,60,No
15316,Married,Female,60000,0,Bachelors,Management,Yes,3,2-5 Miles,North America,59,No
15317,Married,Female,60000,0,Bachelors,Management,Yes,3,2-5 Miles,North America,59,No
15318,Married,Female,60000,1,Bachelors,Management,Yes,0,2-5 Miles,North America,59,No
15324,Married,Female,40000,1,High School,Professional,No,2,2-5 Miles,North America,58,No
15326,Married,Male,60000,1,Partial College,Professional,Yes,2,2-5 Miles,North America,58,No
15330,Single,Female,60000,1,Partial College,Professional,No,2,2-5 Miles,North America,57,No
15331,Married,Male,60000,1,Partial College,Professional,Yes,2,2-5 Miles,North America,57,No
15335,Single,Female,60000,1,Partial College,Professional,Yes,2,2-5 Miles,North America,56,No
15336,Married,Male,60000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,56,No
15355,Married,Female,100000,3,Partial College,Professional,Yes,4,2-5 Miles,Europe,50,No
15368,Married,Female,110000,2,Bachelors,Management,Yes,4,2-5 Miles,North America,42,No
15375,Single,Female,80000,0,Graduate Degree,Management,Yes,2,2-5 Miles,North America,72,No
15377,Single,Female,80000,3,Partial College,Professional,Yes,2,2-5 Miles,North America,43,No
15378,Married,Male,80000,3,Partial College,Professional,Yes,2,2-5 Miles,North America,43,No
15397,Married,Male,110000,3,Partial College,Professional,No,4,2-5 Miles,North America,46,No
29421,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No
15412,Married,Male,130000,3,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,No
15415,Married,Female,110000,4,Graduate Degree,Management,No,1,2-5 Miles,North America,67,No
15476,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,No
15477,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,No
15485,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
15487,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,No
15495,Married,Male,40000,5,High School,Skilled Manual,Yes,2,2-5 Miles,North America,39,No
15496,Single,Female,40000,5,High School,Skilled Manual,Yes,2,2-5 Miles,North America,39,No
15508,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,No
15509,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,No
15510,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,No
15513,Single,Female,70000,5,Graduate Degree,Professional,Yes,2,2-5 Miles,North America,37,No
15514,Single,Female,70000,5,Graduate Degree,Professional,Yes,2,2-5 Miles,North America,37,No
15515,Married,Male,70000,5,Graduate Degree,Professional,Yes,2,2-5 Miles,North America,37,No
15516,Married,Male,70000,5,Graduate Degree,Professional,Yes,2,2-5 Miles,North America,37,No
15524,Married,Male,50000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,No
15539,Single,Male,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,44,No
15541,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,44,No
15543,Single,Female,70000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,No
15544,Married,Male,70000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,43,No
15559,Married,Male,60000,4,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
15560,Married,Female,60000,4,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
15571,Single,Male,60000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,No
15572,Married,Female,60000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,No
15579,Single,Female,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,No
15581,Single,Female,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,No
15608,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,33,No
15610,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,26,No
15611,Single,Female,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,28,No
15615,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,No
15617,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,No
15634,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,35,No
15635,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,35,No
15641,Married,Male,10000,0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,28,No
15658,Single,Female,10000,1,High School,Manual,No,1,2-5 Miles,Europe,47,No
15694,Married,Female,80000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No
15738,Married,Female,120000,4,Graduate Degree,Management,Yes,3,2-5 Miles,North America,65,No
29405,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,28,No
15879,Married,Male,70000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No
15880,Married,Male,70000,0,Bachelors,Management,No,3,2-5 Miles,North America,61,No
15883,Married,Male,60000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No
15884,Married,Male,60000,0,Bachelors,Management,No,2,2-5 Miles,North America,61,No
15894,Married,Female,40000,1,High School,Professional,Yes,2,2-5 Miles,North America,58,No
15898,Married,Male,60000,1,Partial College,Professional,No,2,2-5 Miles,North America,57,No
15907,Married,Male,60000,1,Partial College,Professional,No,1,2-5 Miles,North America,55,No
15910,Married,Male,70000,2,Partial College,Professional,No,1,2-5 Miles,North America,55,No
15942,Married,Male,80000,3,Bachelors,Management,Yes,0,2-5 Miles,North America,42,No
15947,Married,Female,120000,2,Partial College,Professional,Yes,4,2-5 Miles,North America,42,No
15960,Married,Female,120000,3,Partial College,Professional,No,4,2-5 Miles,North America,44,No
15982,Married,Male,110000,3,Partial College,Professional,Yes,4,2-5 Miles,North America,46,No
16003,Married,Female,130000,3,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,No
16014,Married,Male,120000,1,Bachelors,Management,Yes,4,2-5 Miles,North America,38,No
16070,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
29033,Married,Female,60000,1,High School,Professional,No,2,2-5 Miles,North America,53,No
16073,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,No
16074,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,No
16075,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,No
16085,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
16088,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,39,No
16092,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,No
16097,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,No
16106,Married,Male,60000,0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,41,No
16107,Single,Female,50000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,No
16119,Married,Female,40000,3,High School,Skilled Manual,Yes,2,2-5 Miles,North America,45,No
16130,Single,Female,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,45,No
16131,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,46,No
16134,Single,Male,50000,0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,No
16143,Married,Female,60000,3,Bachelors,Professional,Yes,0,2-5 Miles,North America,47,No
16149,Single,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,No
16152,Married,Female,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,47,No
16153,Married,Male,70000,4,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,48,No
16154,Married,Female,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,No
16173,Married,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,41,No
16186,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No
16190,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,27,No
16191,Single,Female,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,28,No
16194,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,No
16198,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,No
16202,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,35,No
16254,Single,Female,20000,1,Partial College,Manual,No,1,2-5 Miles,Europe,39,No
16256,Married,Male,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,39,No
16257,Married,Female,20000,1,High School,Manual,Yes,1,2-5 Miles,Europe,39,No
16265,Married,Female,30000,1,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,40,No
16266,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,2-5 Miles,Europe,40,No
16299,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,28,No
16301,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
16319,Single,Female,20000,0,High School,Manual,Yes,1,2-5 Miles,Europe,29,No
16323,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,No
16325,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,93,No
16330,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,33,No
16387,Married,Male,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,38,No
16397,Married,Male,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,39,No
16398,Single,Male,20000,1,High School,Manual,No,1,2-5 Miles,Europe,38,No
16403,Married,Male,20000,1,High School,Manual,Yes,1,2-5 Miles,Europe,40,No
29162,Married,Male,60000,3,Bachelors,Professional,Yes,0,2-5 Miles,North America,47,No
16437,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
16453,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
16457,Single,Female,20000,0,Partial High School,Manual,No,1,2-5 Miles,Europe,30,No
16458,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
16460,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No
16462,Single,Female,20000,0,Partial High School,Manual,No,1,2-5 Miles,Europe,31,No
16468,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,No
16469,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,No
29253,Single,Female,130000,3,Bachelors,Management,No,3,2-5 Miles,North America,45,No
28996,Married,Female,40000,1,High School,Professional,No,1,2-5 Miles,North America,59,No
16508,Married,Male,10000,0,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,67,No
16543,Married,Female,20000,1,Partial College,Manual,Yes,0,2-5 Miles,Europe,46,No
16544,Married,Male,10000,1,High School,Manual,Yes,1,2-5 Miles,Europe,47,No
16545,Married,Female,10000,1,High School,Manual,Yes,1,2-5 Miles,Europe,47,No
16557,Single,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,36,No
16563,Single,Female,20000,0,Graduate Degree,Clerical,Yes,1,2-5 Miles,Europe,87,No
16564,Single,Female,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,37,No
16571,Married,Female,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,55,No
16577,Single,Female,90000,0,Partial College,Professional,No,2,2-5 Miles,Europe,60,No
16666,Single,Female,80000,0,Bachelors,Management,No,1,2-5 Miles,North America,33,No
16759,Married,Female,110000,1,Graduate Degree,Management,No,1,2-5 Miles,North America,39,No
16774,Single,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,No
16780,Married,Male,70000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No
16788,Married,Male,60000,0,Bachelors,Management,Yes,3,2-5 Miles,North America,59,No
16800,Married,Female,40000,1,High School,Professional,Yes,2,2-5 Miles,North America,57,No
16806,Married,Male,60000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,56,No
16840,Married,Male,80000,3,Bachelors,Management,Yes,0,2-5 Miles,North America,42,No
16841,Married,Male,80000,3,Partial College,Professional,Yes,1,2-5 Miles,North America,41,No
16842,Married,Female,110000,2,Bachelors,Management,Yes,4,2-5 Miles,North America,42,No
16846,Single,Male,80000,3,Partial College,Professional,Yes,2,2-5 Miles,North America,43,No
16847,Married,Male,80000,3,Partial College,Professional,Yes,2,2-5 Miles,North America,43,No
16849,Married,Male,80000,3,Partial College,Professional,Yes,2,2-5 Miles,North America,43,No
16899,Married,Female,110000,3,Graduate Degree,Management,No,4,2-5 Miles,North America,69,No
16901,Married,Male,130000,3,Bachelors,Management,Yes,4,2-5 Miles,North America,69,No
16905,Married,Female,130000,3,Bachelors,Management,Yes,4,2-5 Miles,North America,68,No
16953,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
16954,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
16958,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,No
16959,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,No
16960,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,No
16975,Married,Male,60000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,No
16980,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,No
16985,Single,Male,80000,3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,41,No
16986,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,41,No
16991,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,No
16992,Single,Male,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,No
16994,Single,Female,60000,5,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,42,No
17015,Single,Female,70000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,No
17016,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,44,No
17018,Married,Female,40000,3,High School,Skilled Manual,Yes,3,2-5 Miles,North America,45,No
17019,Married,Female,40000,3,High School,Skilled Manual,Yes,4,2-5 Miles,North America,45,No
17031,Married,Female,60000,4,Bachelors,Professional,Yes,1,2-5 Miles,North America,46,No
17032,Married,Female,60000,4,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
17033,Single,Male,60000,4,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
17035,Married,Male,60000,3,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
29423,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No
17083,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No
17100,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,No
17101,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,No
17102,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,No
17110,Single,Female,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,35,No
17131,Single,Female,70000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No
17164,Married,Male,60000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,56,No
