ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,BikeBuyer
14602,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
11169,Married,Male,90000,4,Bachelors,Management,Yes,1,0-1 Miles,North America,38,No
11170,Married,Female,90000,4,Bachelors,Management,Yes,1,0-1 Miles,North America,38,No
20221,Married,Female,120000,0,Graduate Degree,Management,No,0,0-1 Miles,Pacific,37,Yes
11173,Single,Female,110000,0,Graduate Degree,Management,No,4,0-1 Miles,North America,39,No
25502,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Yes
11243,Married,Female,150000,3,Partial College,Professional,Yes,3,0-1 Miles,Europe,49,Yes
29476,Married,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,47,Yes
27143,Single,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
25725,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Yes
25546,Single,Female,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,52,Yes
11180,Married,Female,160000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,63,No
15664,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
11181,Married,Male,170000,3,Graduate Degree,Management,Yes,2,0-1 Miles,North America,63,No
26824,Single,Female,10000,4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,Yes
18248,Married,Male,110000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
14647,Married,Male,60000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,39,Yes
15660,Married,Female,20000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,47,Yes
15043,Single,Male,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,29,Yes
25443,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
11292,Single,Male,150000,2,Partial College,Professional,No,3,0-1 Miles,North America,45,Yes
20910,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes
20817,Single,Male,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Yes
20214,Single,Female,60000,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Yes
19213,Married,Female,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,51,Yes
20188,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes
25735,Single,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,Yes
28477,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Yes
22933,Single,Female,60000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,44,Yes
22689,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,44,Yes
13525,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,Yes
22412,Married,Male,20000,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,29,Yes
11345,Single,Female,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,Yes
26748,Single,Female,100000,0,Graduate Degree,Management,No,1,0-1 Miles,Pacific,40,Yes
25607,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,53,Yes
23575,Married,Male,40000,0,Bachelors,Management,No,2,0-1 Miles,Pacific,62,Yes
11359,Single,Male,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Yes
20846,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
28176,Single,Female,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,39,Yes
25396,Single,Male,70000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes
11262,Married,Female,80000,3,Bachelors,Management,Yes,0,0-1 Miles,North America,42,No
11269,Married,Male,130000,2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,42,No
16569,Single,Female,10000,0,Partial College,Manual,Yes,2,0-1 Miles,Europe,54,Yes
28405,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
11277,Married,Male,80000,3,Partial College,Professional,Yes,2,0-1 Miles,North America,43,No
20145,Married,Male,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,52,Yes
28318,Married,Female,60000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,45,Yes
24110,Single,Female,20000,4,High School,Manual,Yes,2,0-1 Miles,Europe,27,Yes
28557,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Yes
24032,Married,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,Yes
29444,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,No
18237,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,48,Yes
26438,Married,Female,130000,5,High School,Management,Yes,4,0-1 Miles,Pacific,33,Yes
28208,Single,Female,90000,0,Bachelors,Professional,Yes,0,0-1 Miles,Pacific,36,Yes
26604,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,38,Yes
25714,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,Yes
20160,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,Yes
22515,Single,Female,20000,4,High School,Manual,Yes,2,0-1 Miles,Europe,27,Yes
25430,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
20648,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,33,Yes
20996,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,27,Yes
11342,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No
13970,Single,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Yes
11347,Married,Male,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,50,No
11348,Married,Male,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,No
11350,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,69,No
11352,Married,Male,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,66,No
11354,Married,Female,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,64,No
15663,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
11355,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,63,No
11361,Married,Female,10000,0,High School,Manual,Yes,2,0-1 Miles,Pacific,29,No
11362,Married,Male,10000,0,High School,Manual,No,2,0-1 Miles,Pacific,29,No
25589,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
25744,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,36,Yes
11366,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,27,No
26638,Single,Female,70000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,47,Yes
13811,Single,Female,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,43,Yes
23984,Single,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Europe,52,Yes
11367,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,27,No
11369,Married,Female,20000,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,No
11370,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,No
11371,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,No
11373,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,No
11374,Single,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,No
11375,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,No
11376,Single,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,63,No
24348,Single,Male,60000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,39,Yes
11377,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No
11383,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,No
11384,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,No
11385,Single,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,No
11386,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,No
11391,Single,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,35,No
11392,Single,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,No
11393,Single,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,No
11396,Married,Male,10000,2,High School,Manual,No,1,0-1 Miles,Europe,37,No
24092,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,39,Yes
11397,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,37,No
26382,Single,Male,130000,4,Partial College,Professional,No,2,0-1 Miles,Europe,49,Yes
11399,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,No
28217,Single,Female,110000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
11404,Single,Female,10000,0,Partial College,Manual,No,2,0-1 Miles,Europe,54,No
18589,Single,Female,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,41,Yes
11405,Single,Female,10000,0,Partial College,Manual,No,2,0-1 Miles,Europe,54,No
19500,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Yes
11407,Married,Male,20000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,54,No
11408,Married,Male,10000,1,High School,Manual,No,2,0-1 Miles,Europe,53,No
11419,Married,Male,150000,4,Graduate Degree,Management,Yes,4,0-1 Miles,Europe,61,No
11434,Married,Male,170000,5,Partial College,Professional,Yes,4,0-1 Miles,Europe,55,No
14127,Married,Female,10000,0,High School,Manual,Yes,2,0-1 Miles,Pacific,30,Yes
14605,Single,Female,80000,4,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,41,Yes
11438,Married,Female,130000,5,High School,Management,Yes,4,0-1 Miles,Europe,57,No
21011,Single,Female,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,45,Yes
15702,Married,Female,130000,5,High School,Professional,Yes,3,0-1 Miles,Europe,54,Yes
17421,Married,Female,150000,1,Bachelors,Management,Yes,3,0-1 Miles,North America,43,Yes
15845,Married,Female,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,37,Yes
11547,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
11548,Single,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
13955,Married,Male,90000,0,Bachelors,Professional,Yes,0,0-1 Miles,Pacific,36,Yes
11576,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Yes
11577,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Yes
11467,Married,Male,170000,5,Graduate Degree,Management,Yes,4,0-1 Miles,Pacific,37,No
28164,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Yes
19338,Married,Female,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
24061,Married,Male,10000,4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,Yes
14140,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Yes
25924,Single,Female,70000,0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Yes
22966,Single,Female,80000,0,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,49,Yes
11490,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No
25660,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,44,Yes
11502,Single,Male,40000,4,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,No
15648,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,Yes
14939,Married,Male,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Yes
24030,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,36,Yes
11504,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,75,No
11617,Single,Male,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Yes
11506,Single,Male,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,No
13873,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes
11517,Married,Female,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,52,No
11518,Married,Male,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,51,No
11520,Married,Female,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,51,No
11521,Married,Female,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,50,No
11542,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,38,No
11545,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,No
11551,Single,Male,10000,3,High School,Manual,Yes,1,0-1 Miles,Europe,39,No
21055,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
25997,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Yes
11554,Single,Female,10000,0,High School,Manual,Yes,2,0-1 Miles,Europe,80,No
11555,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,No
11558,Single,Male,30000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,39,No
24217,Single,Female,10000,2,High School,Manual,No,1,0-1 Miles,Europe,38,Yes
11559,Single,Male,30000,1,Bachelors,Clerical,No,1,0-1 Miles,Europe,38,No
28415,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes
20097,Married,Female,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,51,Yes
11565,Single,Male,20000,2,High School,Manual,Yes,0,0-1 Miles,Europe,40,No
11566,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No
11567,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No
11693,Single,Female,50000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Yes
25161,Married,Female,130000,2,Bachelors,Management,Yes,3,0-1 Miles,North America,42,Yes
11573,Single,Female,20000,2,High School,Manual,Yes,1,0-1 Miles,Europe,40,No
11574,Single,Female,20000,2,High School,Manual,Yes,1,0-1 Miles,Europe,41,No
15653,Single,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Yes
11579,Single,Male,20000,3,High School,Manual,Yes,1,0-1 Miles,Europe,42,No
28522,Married,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,37,Yes
24033,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,36,Yes
11741,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Yes
11581,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,No
11584,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,40,No
11585,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No
11586,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,40,No
11750,Married,Female,60000,2,Bachelors,Professional,Yes,1,0-1 Miles,Pacific,38,Yes
11589,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No
11594,Single,Male,20000,4,High School,Manual,Yes,2,0-1 Miles,Europe,27,No
11595,Single,Male,20000,5,High School,Manual,Yes,3,0-1 Miles,Europe,27,No
11596,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,No
11597,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,No
16551,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Yes
11764,Single,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,39,Yes
11620,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No
19548,Married,Female,60000,0,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Yes
11621,Single,Female,50000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,33,No
25388,Single,Male,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,37,Yes
11622,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No
24182,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,63,Yes
11627,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No
19448,Single,Female,20000,1,Partial College,Manual,No,1,0-1 Miles,Europe,39,Yes
24213,Single,Male,10000,0,Partial College,Manual,No,2,0-1 Miles,Europe,55,Yes
11631,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No
11633,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
11638,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,34,No
11641,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No
26328,Single,Male,80000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Yes
23174,Single,Female,70000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Yes
16390,Single,Male,30000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes
11650,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,No
29335,Single,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,Yes
19305,Single,Female,10000,2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Yes
23411,Single,Male,60000,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Yes
11652,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No
11658,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,No
17866,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,Yes
14306,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Yes
28309,Married,Female,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,39,Yes
11673,Single,Female,60000,3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,40,No
11676,Married,Male,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No
19360,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Yes
11680,Married,Female,70000,5,Graduate Degree,Professional,Yes,2,0-1 Miles,North America,37,No
11682,Married,Female,70000,5,Graduate Degree,Professional,No,2,0-1 Miles,North America,37,No
11685,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,41,No
11687,Single,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,41,No
11692,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,No
11697,Married,Male,50000,2,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,No
11699,Single,Male,60000,2,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,43,No
11700,Single,Male,60000,2,Bachelors,Professional,No,2,0-1 Miles,North America,42,No
11892,Married,Male,90000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes
20193,Single,Female,60000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,39,Yes
11702,Single,Female,60000,2,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,No
14167,Single,Female,10000,0,Partial College,Manual,Yes,2,0-1 Miles,Europe,55,Yes
11703,Single,Female,60000,0,Bachelors,Professional,No,1,0-1 Miles,North America,38,No
19614,Single,Male,70000,0,Bachelors,Professional,No,2,0-1 Miles,Pacific,43,Yes
14160,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes
11709,Single,Female,60000,2,Graduate Degree,Professional,No,0,0-1 Miles,North America,43,No
22620,Single,Female,50000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Yes
11711,Single,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,43,No
27780,Married,Female,20000,2,High School,Manual,Yes,1,0-1 Miles,Europe,41,Yes
11909,Married,Female,80000,5,Graduate Degree,Management,No,3,0-1 Miles,Pacific,40,Yes
19454,Married,Male,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Yes
11713,Married,Male,70000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No
18956,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,44,Yes
11717,Married,Male,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,45,No
27267,Single,Female,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,37,Yes
11718,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No
14050,Single,Male,100000,0,Graduate Degree,Management,No,1,0-1 Miles,Pacific,40,Yes
11721,Married,Female,40000,2,High School,Skilled Manual,Yes,2,0-1 Miles,North America,46,No
11722,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,No
11725,Single,Male,70000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,39,No
29346,Single,Female,50000,0,Graduate Degree,Management,No,1,0-1 Miles,Pacific,64,Yes
28506,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,Yes
21983,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Yes
29379,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,No
14951,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,42,Yes
20456,Single,Male,130000,0,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,48,Yes
22248,Married,Male,50000,2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,37,Yes
11735,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,47,No
22410,Single,Female,20000,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Yes
11736,Married,Male,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,No
11984,Married,Male,80000,1,Bachelors,Management,Yes,0,0-1 Miles,North America,49,Yes
25409,Single,Male,70000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Yes
11748,Married,Male,70000,4,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,48,No
11749,Married,Male,80000,4,Graduate Degree,Management,No,1,0-1 Miles,Pacific,37,No
11752,Married,Female,80000,4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,No
11753,Married,Female,80000,4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,No
11993,Single,Female,60000,0,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Yes
11763,Married,Male,80000,5,Graduate Degree,Management,Yes,2,0-1 Miles,Pacific,39,No
27872,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,27,Yes
11769,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No
11781,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No
11782,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No
22477,Single,Male,20000,2,High School,Manual,Yes,0,0-1 Miles,Europe,40,Yes
11783,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
11784,Married,Male,40000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No
11785,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
